Stress,o1
1,0.83676511504062400
2,0.83454409957338900
3,0.86224479362994700
4,0.84566304859881000
5,0.86095680875198500
6,0.84625409811204000
7,0.85283074814087600
8,0.86167474916946600
9,0.85826003993833800
10,0.85138448383273100
11,0.84698136834770500
12,0.85385637924748000
13,0.85312488519833100
14,0.84981011602097700
15,0.87476056284251800
16,0.86295522674596900
17,0.86688313252498900
18,0.85638373338810100
19,0.86119736103545600
20,0.85067868259229800
21,0.87695837601180600
22,0.84466527938949400
23,0.84676339744189100
24,0.85576845064047700
25,0.86649546369559900
26,0.87626522851263500
27,0.90317759645406700
28,0.86247568235261200
29,0.85899356562371900
30,0.94571251329304700
31,0.87528178646122100
32,0.86728179142659700
33,0.86740130309731000
34,0.88110065109455400
35,0.84947717105650200
36,0.86917217122641300
37,0.85439134559472100
38,0.85593609979457900
39,0.85567729284958900
40,0.84373131946558800
41,0.85229087180298300
42,0.86080839684418500
43,0.85218954329898200
44,0.86424222196792200
45,0.85545488646977900
46,0.84525440710033200
47,0.86360987558889300
48,0.86949528590511700
49,0.84984770906764300
50,0.86826033267105200
51,0.85418029848808500
52,0.86248750736173200
53,0.86517803737320900
54,0.85558898148519900
55,0.85594852548976600
56,0.87044831448070500
57,0.85727270075167400
58,0.85616151680507500
59,0.86082093844358900
60,0.86389503611726700
61,0.85008366721032000
62,0.86313730464537400
63,0.85548810671924000
64,0.87479978135610400
65,0.86749792063902000
66,0.85684440998733800
67,0.85849849056279000
68,0.88682636712515600
69,0.86685028083509800
70,0.86325450702074400
71,0.86144372288715700
72,0.86408202852501300
73,0.87320823488524100
74,0.84931297742378400
75,0.87414284857226900
76,0.86327321941031500
77,0.86480895684787700
78,0.86275696623276100
79,0.85792301045696600
80,0.86515035269774100
81,0.87638682349831900
82,0.86053889447866700
83,0.87867454966307000
84,0.88346832708931500
85,0.87096246962071100
86,0.85994603043944400
87,0.87758786627410400
88,0.86057550020134500
89,0.86070391413596300
90,0.87089276193042600
91,0.87614733654794700
92,0.88012856325436400
93,0.87028210759089900
94,0.89268397986809500
95,0.86790270830765200
96,0.86956259726899100
97,0.86985120187912300
98,0.86820051085032100
99,0.88060082435254700
100,0.86192154217339600
101,0.89378271533721300
102,0.86015854095854000
103,0.86456552683957800
104,0.86915431571787900
105,0.87141624007387300
106,0.89053794607810300
107,0.88195747049818700
108,0.86725485872802100
109,0.86803394246659500
110,0.87953493090024300
111,0.87344529852292700
112,0.86698322101061900
113,0.91832149689230900
114,0.87974545396110000
115,0.86213278880520700
116,0.87134468039589700
117,0.88670268365575000
118,0.86801275288236400
119,0.86868932569083400
120,0.86890264491755700
121,0.85455980514819500
122,0.87205286504190100
123,0.88882829255246100
124,0.85675191565523700
125,0.88579669444350900
126,0.87541016121229500
127,0.87192513523781200
128,0.87991411699582700
129,0.87821371174709100
