Stress,o1
1,0.89318715413058900
2,0.85438159328761200
3,1.10549177345679000
4,1.27159281560336000
5,0.93133022755258100
6,1.01454898828233000
7,1.15132052887279000
8,0.97224059741562500
9,1.23841899593019000
10,0.92765336429157700
11,1.29049302150721000
12,1.04707022509136000
13,1.01263800425877000
14,1.19523166705989000
15,1.00564574018877000
16,1.05305092165654000
17,0.95338150622442000
18,1.11922109327661000
19,1.03957745927242000
20,0.61142590879301100
21,1.02134458434404000
22,0.85751694839258700
23,1.42081802842342000
24,1.19349635614994000
25,0.95619486087476600
26,1.09793010276117000
27,1.04612494289990000
28,0.96569355524044500
29,0.98241127567620000
30,1.23426184053141000
31,1.04413566017635000
32,0.84054777634071500
33,1.04831968197386000
34,1.07686025389120000
35,1.07449077512770000
36,0.89865659519675200
37,1.17399800739820000
38,1.07462377735270000
39,1.24131870063806000
40,1.21059998856402000
41,0.97251257824330100
42,1.20061027363083000
43,1.02613380953609000
44,0.68751964986112800
45,1.22934141885442000
46,1.11669575138711000
47,1.17620505017595000
48,0.75547840866174200
49,1.28719871568707000
50,0.99371171788054000
51,1.08933242187686000
52,1.19409403232070000
53,0.90248919256121900
54,1.12100886350372000
55,1.04044959998882000
56,0.87585503401154400
57,1.06863399042565000
58,1.00760147291671000
59,1.26575597129478000
60,1.07880172511244000
61,1.15403739056134000
62,1.16236184700006000
63,0.69608775683384500
64,1.07270917920534000
65,1.26494847380055000
66,0.73422932288810300
67,1.27927842314019000
68,1.07567439201799000
69,1.04391024803496000
70,1.29551167781276000
71,1.08559817809425000
72,1.10045035038724000
73,1.11220049384638000
74,-0.93447002827673500
75,1.07655153709618000
76,1.23270310747501000
77,0.90560363885977300
78,1.07544345620281000
79,1.11155804081261000
80,1.10354122537982000
81,0.92220124325269000
82,1.08310146731631000
83,1.10303988790998000
84,0.96553350009948700
85,1.15830554140730000
86,1.00616035016944000
87,0.87221279934968800
88,0.98693915289805600
89,0.91999966045723200
90,1.20613700157778000
91,0.94288488411235200
92,1.02277178650623000
93,1.23686341030972000
94,0.70413477308026100
95,1.21333296651401000
96,1.07589713005267000
97,0.86446332614044900
98,1.12106894214016000
99,0.97492385919537400
100,0.88344087945858400
101,1.40120020708896000
102,0.80805185777079900
103,0.95864151538301700
104,0.88814573650836000
105,1.03981032366658000
106,1.19907526930640000
107,1.00727698364616000
108,1.09005352014076000
109,1.18730498422212000
110,0.95152910838134500
111,1.05634570596984000
112,1.10609539034860000
113,1.24654988805986000
114,0.91781603790147000
115,1.18318682577115000
116,0.99519551664009700
117,0.90830268884855700
118,1.19342837675033000
119,0.53065172795010800
120,0.92855348041560600
121,1.25762641856761000
122,0.99962802172285000
123,0.93436482879806700
124,1.22744556532178000
125,0.92022404860167600
126,0.98422141448128600
127,1.19334128897141000
128,1.00512575356986000
129,1.12867166881807000
130,1.21558549247595000
131,1.09211650729612000
132,0.82024647558799500
133,0.94564004921859400
134,1.09873819168776000
135,1.24690700003781000
136,0.83653232738127500
137,1.22984108478804000
138,0.86321924662166600
139,1.22994261461440000
140,1.02351926328963000
141,0.96838765896677900
142,1.32235380273804000
143,0.99990210251906000
144,0.96326347253738300
145,0.98594021045182200
146,1.24790625625096000
147,1.04186271945313000
148,1.00196495791620000
149,1.16937872839632000
150,0.84691011159959700
151,1.32131792937313000
152,1.21760721892681000
153,0.97007399065690900
154,1.11693270564388000
155,1.14083260258416000
156,0.89873704620609500
157,1.11831744711631000
158,1.22952248350042000
159,1.12089997192073000
160,0.98734868537879900
161,1.10277584750148000
162,1.25828279139629000
163,0.96563832841391000
164,0.98073940793377000
165,1.11961720315876000
166,0.66797325441089000
167,1.07666467639784000
168,1.18752203403659000
169,0.85043136125881000
170,1.07832009396435000
171,1.14290218511300000
172,0.97454496441268200
173,1.33312225040480000
174,1.01451421049109000
175,1.18039032073093000
176,0.53737195441249400
177,1.28856858539751000
178,0.77034140973538100
179,1.09191533566724000
180,0.66994768553421400
181,0.87106209907247300
182,1.26232554094748000
183,1.08812864525965000
184,1.11209406948820000
185,1.14324764898147000
186,0.98944814049054000
187,1.10258691428576000
188,0.96802974129962300
189,1.00038596125527000
190,1.25383852535305000
191,1.11166275721023000
192,0.93220835208067800
193,1.17970628012952000
194,0.91922097664393300
195,1.23702933261793000
196,1.16736811911595000
197,1.11905296287685000
198,1.19377556919060000
199,0.88499759416874300
200,0.68868284340424100
201,1.13141362141975000
202,1.18943514219706000
203,1.00043109335419000
204,1.25140031542405000
205,1.15018077096121000
206,0.89364703250698600
207,1.04244351264301000
208,1.36107855781663000
209,0.99878191377704900
210,0.93174288592671000
211,0.95775275617053500
212,0.88655178293609300
213,1.00690365039720000
214,0.99576281874058700
215,1.12356980568557000
216,0.87438334025355800
217,1.06012465434231000
218,1.10650086575866000
219,0.94422361455063600
220,0.89888283523224900
221,0.89678249481651500
222,0.78414485625640100
223,1.29446599993874000
224,1.30503635080494000
225,1.04390487294064000
226,1.04654552921144000
227,0.99668291987185800
228,0.73697659900960100
229,1.24291130240913000
230,1.03970812625048000
231,1.14187177675505000
232,1.21647764922443000
233,1.08419574841359000
234,1.00196164527854000
235,0.91964318682710700
236,1.06478489352590000
237,1.09266959552798000
238,0.97874334113359800
239,1.24486213077295000
240,0.73646539924229000
241,1.03358448231614000
242,0.96778926796077600
243,1.09739942708086000
244,0.94726773206293700
245,1.19492316170641000
246,1.03169124424829000
247,0.97813331748576600
248,0.75733627788054600
249,1.31960768788766000
250,1.16828499472720000
251,1.10446044709034000
252,1.38988228103718000
253,0.90118301636380100
254,1.08715599025443000
255,0.95952577673246000
256,0.93145977703053400
257,1.29385851789836000
258,1.03247650746331000
259,1.13109165910376000
260,1.13083269708809000
261,0.80599691666798300
262,1.18290964785362000
263,1.11435527495205000
264,0.85674192514362200
265,1.09206226914630000
266,0.74776134024931100
267,1.12103582061401000
268,0.96214438951343200
269,1.12931422245180000
270,1.26643386710608000
271,1.09760363208570000
272,0.97392762669223800
273,1.04920595181738000
274,1.25430466032692000
275,1.22334978712971000
276,1.14022067049215000
277,0.99562483724141000
278,1.08995613654430000
279,1.22394016298817000
280,1.21305377029918000
281,0.89677880843862000
282,1.16092627183038000
283,1.10871947545065000
284,0.79554270806674900
285,1.30697742509268000
286,1.01257226467018000
287,1.03620091073183000
288,1.27839520265223000
289,0.98397858854782000
290,1.31658662319676000
291,0.91404692887833300
292,0.97415701755730700
293,1.00205389364265000
294,0.71855717298990400
295,1.30948046187207000
296,1.03788076408524000
297,0.83993222539202900
298,0.90339501902415100
299,1.23046249878853000
300,0.89106842698556200
301,1.30911911421226000
302,1.14347458722622000
303,1.13524735754424000
304,0.91037246560333300
305,1.16118703820461000
306,0.84934876279554500
307,1.10240998954276000
308,1.12477820162012000
309,0.97891708158803000
310,1.04837851242662000
311,1.17740631857015000
312,1.00269793398052000
313,1.07534541433148000
314,0.88297119985197400
315,1.28599916007589000
316,1.11502000337568000
317,0.99718182031949600
318,1.27558077019027000
319,0.93798183704282600
320,0.78958474601211700
321,1.04824874877474000
322,0.92935226144220200
323,1.21418853586615000
324,1.09190141611004000
325,1.13479538620543000
326,1.05696611601465000
327,0.88511021864546200
