Scenario,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13
97,-0.8772002858118060,0.3674053800918400,0.0035143235384799,-0.1202528872921950,-0.0434632967792967,-0.0287476454145114,0.3385258906555130,0.0418250398618239,0.2632882703457660,-0.2200291540149510,-0.0248721328125673,0.3245386830254840,-0.0136992211526511
98,-0.9076600863380890,-0.2883083014324120,-0.1210317998337410,0.0438597285625024,-0.0401028819784453,-0.1120005534317510,0.2971459204209840,0.0798663569192553,0.0701331326000992,0.3055767270275010,0.1938017341433650,0.2692675759069850,0.0342480528816277
99,-0.6979798743154270,0.4177242661660980,0.3022586146575420,0.2240113661271650,-0.0948032896920697,-0.0465125306474084,0.2684838133918880,-0.0825594958401276,0.7376610635350470,-0.6651720261698190,0.1931276878608560,0.5274321824430570,-0.0136992211526511
100,-0.2883348772094460,-0.0179752868748005,-0.3116866583121390,0.0563753523242353,-0.0199589754133290,-0.1390000936373400,-0.1252976024876990,0.0660382674315219,0.1003699407711050,0.1660918934832890,0.1756501777904170,0.3060944205742540,0.3287813076636260
101,-0.6037339767859850,0.3976882573027130,0.0869247136235713,0.0273175402085942,-0.1123970801439290,0.0532381714594929,0.1611763675730530,-0.0358641575656138,0.1408342532003540,0.3627339676548980,0.0152648771428842,0.1166521837700890,0.1369922115265110
102,-0.5523636480415140,0.4145486560314560,0.2107707371920330,0.1707227429015740,-0.0265099884667442,0.2201920307871450,0.0752764361592058,0.1770831781855210,0.3598907674302620,-0.2222315282381050,0.4246812891869550,0.0950838598092482,0.1986387067134410
103,-0.4206937139582970,-0.1898825242307100,0.1414600793212840,0.3962431163843130,-0.1019029948409320,0.1267447274854160,-0.0454172367028704,0.2415503257381450,0.0654082691735130,0.0016091154878168,0.4987629639085500,0.1512047912798280,0.3082324759346490
104,-0.8599131904050990,-0.0075775202999127,0.0425769079245073,-0.0835995493326071,-0.0461691647503647,0.0596170978581316,0.2778446408570550,-0.0875792905177835,-0.2911739250778860,0.6206837324391410,0.0619955248418736,-0.4478201479865220,0.0479472740342788
105,-0.4505929744084640,-0.1111376998998200,0.0754799566070856,0.2585251991254570,-0.0627415626883848,0.0902183583304607,-0.0466520970546192,0.2157033959924170,-0.1777500759771880,0.2079270970429900,0.0148806867629528,0.6069174871978620,0.3561797499689280
106,-0.6225752032908750,0.0731335732767631,-0.4325111106987620,0.4082942407380790,-0.0662449944328639,0.0298468329725940,0.0175215825415078,-0.2135116835013370,0.3381401459522010,-0.3013963289859210,0.1318748060115950,-0.5844918873732920,0.3493301393926020
107,-0.8483338052648780,0.0890855362998848,-0.3489148017825050,0.1822820298652510,-0.0293861214485427,0.0994149666947749,0.2710680488289880,-0.1460897680634290,0.1661597551429210,0.0569006960120954,0.4030149814981890,0.1367961019259620,0.0547968846106043
108,-0.8037869859007110,0.2176826384875190,0.5698693915438570,0.2443126501670710,-0.0375631699100186,-0.0243934794400859,0.1192891790425250,0.1726294963792670,-0.2687444779891490,0.0026051908820349,-0.3834207820880370,0.1193078131154150,0.4109766345795320
