Stress,o1
1,0.653628218707468000
2,0.640871693654515000
3,0.658947709919454000
4,0.677661374276427000
5,0.674274809924657000
6,0.581240391009412000
7,0.596790857206460000
8,0.663697582704411000
9,0.672414808766871000
10,0.655240066401950000
11,0.583933455713500000
12,0.674460047611043000
13,0.604432477763565000
14,0.656395519819580000
15,0.658144726618083000
16,0.674277215611250000
17,0.669557875885443000
18,0.667264399523133000
19,0.653036816864275000
20,0.643340700576619000
21,0.683148581596112000
22,0.638072536921836000
23,0.642300120741054000
24,0.669271068962150000
25,0.668229164020687000
26,0.613036968180283000
27,0.628624407356695000
28,0.655723641153482000
29,0.641917571430417000
30,0.664217632297940000
31,0.631989532558415000
32,0.693936459668812000
33,0.667347106602829000
34,0.683454440981898000
35,0.692387834567067000
36,0.698918431384597000
37,0.682030201265107000
38,0.676582469697693000
39,0.638637098165742000
40,0.692688722999976000
41,0.682844879313051000
42,0.677521982038800000
43,0.709760860403281000
44,0.675086184863542000
45,0.685902439499609000
46,0.652555101685051000
47,0.688871094532624000
48,0.674090704572369000
49,0.707457235590269000
50,0.674086210783798000
51,0.683407811000765000
52,0.700622772921161000
53,0.669507823392958000
54,0.531923566471831000
55,0.651455755052572000
56,0.696480719309816000
57,0.687326537573720000
58,0.693715470435127000
59,0.695911606549718000
60,0.701690838628996000
61,0.679839340220761000
62,0.696886563232934000
63,0.648673735539798000
64,0.660206648468445000
65,0.710646366444808000
66,0.682364034932879000
67,0.706967186515071000
68,0.685374180723957000
69,0.610923454386360000
70,0.701048654475556000
71,0.655924775538212000
72,0.661012417917431000
73,0.669699841373525000
74,0.708655436188751000
75,0.702914238962634000
76,0.701858117993707000
77,0.657084536767198000
78,0.712206367736291000
79,0.710093760880090000
80,0.696851706476080000
81,0.634120598805169000
82,0.711720770688437000
83,0.671866293452775000
84,0.626254687181756000
85,0.709158473843301000
86,0.694090739085500000
87,0.676967454082692000
88,0.672942245839292000
89,0.704975642850985000
90,0.714875455205511000
91,0.639082484573787000
92,0.649758492385795000
93,0.669627267466145000
94,0.721495029857512000
95,0.640554387024251000
96,0.654260499341609000
97,0.710017447016890000
98,0.711494591205385000
99,0.708834623812787000
100,0.648346402415929000
101,0.708400928632183000
102,0.698586783732895000
103,0.690186671957848000
104,0.719060323348485000
105,0.698982320372691000
106,0.718468942365754000
107,0.736259852401015000
108,0.725381048767575000
109,0.736513011002000000
110,0.703974255395563000
111,0.682490758237875000
112,0.666089655164728000
113,0.725683118935971000
114,0.636382562656206000
115,0.712999869193997000
116,0.699131767897964000
117,0.720124268121659000
118,0.651828238896706000
119,0.727133207937369000
120,0.653227513405733000
121,0.723755062394271000
122,0.649871769534589000
123,0.707555737863551000
124,0.736721324689604000
125,0.654640474921910000
126,0.703247372641993000
127,0.725392662616408000
128,0.684286878707664000
129,0.727206941797743000
