Stress,Output
1,0.0024440074150965400
2,0.0299309218464294000
3,0.0019209781761898100
4,0.0021814599211098600
5,0.0038056793845422200
6,0.0087175392581191400
7,0.0070756110441155500
8,0.0077711863410184500
9,0.0041471914781647800
10,0.0060939797928500100
11,0.0035907425160200500
12,0.0059708502520717200
13,0.0056476182158609900
14,0.0046350692759444900
15,0.0052161686773043700
16,0.0057066820194132600
17,0.0090110248184842300
18,0.0070595374979570400
19,0.0047754740612876300
20,0.0069404307987254300
21,0.0048013822464874800
22,0.0047620353690213100
23,0.0081121944393629200
24,0.0072288959178165500
25,0.0066178042922687300
26,0.0084680037435356300
27,0.0065385675802732200
28,0.0048610880706815100
29,0.0048692512587455100
30,0.0080042193561614200
31,0.0049124452075078900
32,0.0087106192335281100
33,0.0061261977374809700
34,0.0066532806516995000
35,0.0019579313926705900
36,0.0058157683060940200
37,0.0077242955783147200
38,0.0162578370060514000
39,0.0056095215191004500
40,0.0071422166086427100
41,0.0076340640036383500
42,0.0051918515735897600
43,0.0069700006778929400
44,0.0045323666349366200
45,0.0062260140837742900
46,0.0071502181917030600
47,0.0069909895673910900
48,0.0052488407883030100
49,0.0058532983810584200
50,0.0057980361325216400
51,0.0051186444286674200
52,0.0048175829162978600
53,0.0061228210689708400
54,0.0052760369402399400
55,0.0078145125905838700
56,0.0064623175526684800
57,0.0049135415234942000
58,0.0055920782818476500
59,0.0065474493299787900
60,0.0057512204473143100
61,0.0061896944055066400
62,0.0061507723216220800
63,0.0054119582750499800
64,0.0066329125737335500
65,0.0044463624755281800
66,0.0043790510843946700
67,0.0055378474228036000
68,0.0067050046148910500
69,0.0063816358464361600
70,0.0061331229758508500
71,0.0057533835395698500
72,0.0055538462829331400
73,0.0066184846473126900
74,0.0059670993269089900
75,0.0070476780009658400
76,0.0057694752468011600
77,0.0052926461767135600
78,0.0061077528093350600
79,0.0057415902725285900
80,0.0069050138830538900
81,0.0048254546547950700
82,0.0060938575142074300
83,0.0066129591618388600
84,0.0041869010792520000
85,0.0058336174631064100
86,0.0059635547145519500
87,0.0065825254934776300
88,0.0062809589429750800
89,0.0072581064790546400
90,0.0046991728726018000
91,0.0056741258222912700
92,0.0056261424033525000
93,0.0046384167211283800
94,0.0071940703741024700
95,0.0060311454846067900
96,0.0065972664096783200
97,0.0084784934316988000
98,0.0066224953989608600
99,0.0052077241736350900
100,0.0077066876051342100
101,0.0051877657819001500
102,0.0073910646030876600
103,0.0056996641095724000
104,0.0064643018667280600
105,0.0047298298880639500
106,0.0046791536798622700
107,0.0059789483865675100
108,0.0058805006068358400
109,0.0069708664043925600
110,0.0041936991526483200
111,0.0067537586977635100
112,0.0057366257805796000
113,0.0062897634218022900
114,0.0055348224609096800
115,0.0069638881069969800
116,0.0064030875440700800
117,0.0058665592767445700
118,0.0050454451640238500
119,0.0047719292646672100
120,0.0058585748527552700
121,0.0058645069360570200
122,0.0052228880858005200
123,0.0053242633142245000
124,0.0054025498062124400
125,0.0051951545303676300
126,0.0055754189550190000
127,0.0060755798811785600
128,0.0040162136513467000
129,0.0052670859091405700
130,0.0048375408729594000
131,0.0054934854419632000
132,0.0050207370075868600
133,0.0059279940204108500
134,0.0057920064895751000
135,0.0056445998330154400
136,0.0057406948821142500
137,0.0057880180131405100
138,0.0047303504511692100
139,0.0051200806842224500
140,0.0054463721728551200
141,0.0056896052777281700
142,0.0051725716817591200
143,0.0050387577391142200
144,0.0055570181861198400
145,0.0053214318137008400
146,0.0059347350721479700
147,0.0045669308751013200
148,0.0059808183989261200
