Stress,Output
149,0.0046676798019089600
150,0.0052337616750150400
151,0.0059209940955330500
152,0.0043554311653898400
153,0.0037704781221267100
154,0.0054432846790584200
155,0.0059260056678395100
156,0.0050168181480442200
157,0.0062902459799504800
158,0.0058580636514900400
159,0.0058208568399158300
160,0.0051763219897278600
161,0.0049877915494143800
162,0.0051641246849194600
163,0.0052992169556092800
164,0.0056028730253261100
165,0.0053868777055414100
166,0.0056963454458541500
167,0.0058213500369808700
168,0.0036389345840370700
169,0.0059790865570239600
170,0.0042380664273546500
171,0.0058815603543491500
172,0.0043675332964505300
173,0.0057550660535378500
174,0.0055477598421676100
175,0.0062760102850587600
176,0.0047624564464451200
177,0.0061235756277646900
178,0.0059405835361761800
179,0.0053352578716061200
180,0.0047919158732564500
181,0.0052836641081638900
182,0.0044108049249418300
183,0.0042019176550815500
184,0.0056819952851945600
185,0.0069786277086301100
186,0.0049428084061605700
187,0.0048437102551493600
188,0.0055509122742584100
189,0.0055188337174389500
190,0.0036805372953031400
191,0.0042102861780022000
192,0.0051151425775225200
193,0.0056726603096882100
194,0.0045877477909143700
195,0.0043213270389209000
196,0.0057911089104577700
197,0.0055828409147729200
198,0.0057309754556786400
199,0.0041164540791461500
200,0.0054786073969331500
201,0.0052492021045727500
202,0.0048996238711123900
203,0.0056310420105761800
204,0.0044307612069689500
205,0.0052985253146670400
206,0.0057933796746241600
207,0.0050213668178573100
208,0.0053356099569974700
209,0.0054727414801927400
210,0.0049821402589684700
211,0.0083505978066506700
212,0.0045178300390420500
213,0.0099679980533384600
214,0.0053901470534341200
215,0.0051310567804380300
216,0.0057845990354651400
217,0.0037440257703389000
218,0.0056292699312013800
219,0.0044514169271145700
220,0.0050098815252969400
221,0.0037718724532793700
222,0.0063356210575116100
223,0.0052785895268622900
224,0.0076886286854423500
225,0.0050528780758400300
226,0.0058829048982972100
227,0.0049655890441095800
228,0.0048262437775014000
229,0.0054804876508990200
230,0.0043364998192735200
231,0.0052114877515349500
232,0.0039491558735077100
233,0.0047808043661766500
234,0.0048385528537241000
235,0.0057691226048951600
236,0.0046090365427090200
237,0.0056466948770686300
238,0.0052565090118500500
239,0.0052693126369291400
240,0.0046268129174871700
241,0.0045395573404185800
242,0.0052024586948426900
243,0.0063279807552586800
244,0.0055489541520300700
245,0.0052732428050356500
246,0.0060826586973481300
247,0.0059123589094150900
248,0.0053835418691208200
249,0.0050686865681291100
250,0.0056269496683134400
251,0.0052263645506005500
252,0.0055690300704891400
253,0.0047610776116846400
254,0.0055018239022290700
255,0.0045172877949376900
256,0.0046293265998487900
257,0.0056805634720559700
258,0.0052556087225795800
259,0.0059738209383883300
260,0.0066676508949169200
261,0.0054121234696945100
262,0.0046050091101128300
263,0.0054812067441736200
264,0.0078487438622205100
265,0.0053933844237236900
266,0.0054807284647306300
267,0.0038820917402123600
268,0.0062739551858334800
269,0.0058260431716482300
270,0.0057692272036794200
271,0.0050942605817153600
272,0.0053258973938336200
273,0.0052415037737175000
274,0.0056125460065328400
275,0.0060752280061641300
276,0.0052212648022787200
277,0.0048390703792521700
278,0.0047538269115893500
279,0.0045135977272980400
280,0.0047306198578573300
281,0.0054238638265311100
282,0.0050797192139216800
283,0.0064190723641432700
284,0.0058129773330814300
285,0.0039634331272471400
286,0.0057358339090715900
287,0.0047290092258396400
288,0.0046235972166672900
289,0.0061874710582765800
290,0.0055554888637075300
291,0.0048937094775409500
292,0.0049110389713264900
293,0.0055711750674325600
294,0.0064369943134982800
295,0.0051051117053522100
296,0.0044050578115424600
297,0.0070195982734247400
298,0.0054248448041578600
299,0.0053647418057426100
300,0.0055161196511234600
301,0.0051138982066573100
302,0.0047319665745944300
303,0.0043385643936424800
304,0.0050270655078042800
305,0.0053734231928351600
306,0.0079999845354783600
307,0.0047667628505967500
308,0.0051374827120502200
309,0.0049698011542615300
310,0.0049698391613529300
311,0.0047706863230992900
312,0.0053655648683936700
313,0.0046797942189683200
314,0.0052569183453006200
315,0.0050512005635892700
316,0.0048941681597030000
317,0.0060138996168014600
318,0.0052264421141283000
319,0.0056106922256787600
320,0.0048420147574132900
321,0.0049600159248632200
322,0.0049107734872356800
323,0.0051596320519271200
324,0.0056541172043489100
325,0.0046785252880667500
326,0.0051980131410335900
327,0.0056751556760372100
328,0.0052252576244860700
329,0.0048979313049770500
330,0.0040907965248403100
331,0.0054260561909595200
332,0.0050229081112887700
333,0.0041781548747800500
334,0.0050017411050766400
335,0.0044198222520542300
336,0.0044716505450212000
337,0.0046826663983858100
338,0.0047019918715497600
339,0.0047882158059987300
340,0.0049663416403504200
341,0.0058125417442861600
342,0.0056538492726504700
343,0.0048585615522611500
344,0.0049073882637391500
345,0.0058146999066895000
346,0.0048598782763803600
347,0.0039312915418181400
348,0.0058168669051465000
349,0.0046872432531975300
350,0.0054542455938402600
351,0.0049839181865272200
352,0.0055823720265654100
353,0.0042263196421101800
354,0.0055489694193175600
355,0.0044241206561486600
356,0.0045572228679830800
357,0.0053761083529023100
358,0.0048555300457259500
359,0.0046129095462341000
360,0.0048310597341353900
361,0.0044135746646076500
362,0.0052491019849492300
363,0.0052349468510491300
364,0.0058697073467378100
365,0.0045105077015101100
366,0.0059342258132693800
367,0.0053711493798389100
368,0.0055386894855268100
369,0.0055672493695538500
370,0.0045739262680510200
371,0.0053464132726577300
372,0.0046164169549507500
373,0.0039986166775223300
374,0.0053945851616043000
375,0.0058137429350704100
376,0.0052052549753767200
377,0.0048975766659820700
378,0.0051101243388708500
379,0.0044472742200489600
380,0.0057692309555676600
381,0.0051610212654069900
382,0.0052528805591188700
383,0.0053550550307197300
384,0.0048946462496291000
385,0.0042616057684615700
386,0.0051301798354520100
387,0.0050013721837317300
388,0.0052650571717079600
389,0.0056184119597964400
390,0.0048155289559602800
391,0.0054753406150960900
392,0.0047845692420701700
393,0.0058060608507692100
394,0.0048472544014521400
395,0.0051443613743530800
396,0.0055776563684517200
397,0.0050075379562356500
398,0.0053920433869308700
399,0.0047501857569589900
400,0.0051354831868549800
401,0.0052290510449228700
402,0.0058805494241979000
403,0.0052990721098028000
404,0.0059263082389133900
405,0.0063680642952264700
406,0.0057272221422346500
407,0.0054888126823115400
408,0.0048553862260448800
409,0.0081458536304754400
410,0.0053205479252059100
411,0.0040795105476914500
412,0.0050628141160582500
413,0.0049674286320204100
414,0.0051495015879100100
415,0.0050001395036221800
416,0.0053714619781170600
417,0.0062131544137615200
418,0.0054009726307134100
419,0.0056723129418787600
420,0.0051989488278941500
421,0.0055332661320433000
422,0.0047964763300453200
423,0.0046282692662724000
424,0.0042298479279991400
425,0.0042775887169052900
426,0.0049640132777645800
427,0.0050680830514559700
428,0.0049992142215306200
429,0.0046284266058275800
430,0.0051197441028857300
431,0.0050797975699127800
432,0.0048963388502203500
433,0.0041161565591639900
434,0.0050340526032175000
435,0.0045176628906683300
436,0.0046750074628010100
437,0.0046176264543050000
438,0.0053861212489267800
439,0.0056578132653761400
440,0.0052600646519805300
441,0.0053734113144772300
442,0.0038849452783958600
443,0.0047238024361617200
444,0.0048450359351150900
445,0.0067127620049625900
446,0.0041421051265980400
447,0.0053867002012369600
448,0.0048050958180442600
449,0.0048658295248859400
450,0.0044541380239163200
451,0.0054551335955639700
452,0.0060487510773700800
453,0.0051974735103392700
454,0.0046244707706929300
455,0.0041972054769072700
456,0.0048078270857757900
457,0.0046993949904778600
458,0.0046723043184272200
459,0.0041310343048086600
460,0.0042882842523492000
461,0.0048538509918863700
462,0.0052158501358437800
463,0.0047001906946168600
464,0.0047596448291501900
465,0.0046695890923933600
466,0.0044843932001105000
467,0.0044839433055542600
468,0.0045899861474975900
469,0.0043066006737417200
470,0.0045590916476884400
471,0.0048534745329822200
472,0.0034878779977102900
473,0.0048953707057552900
474,0.0053597648842599700
475,0.0053169912881855600
476,0.0039405353822042500
477,0.0040626819146176200
478,0.0045303687387535300
479,0.0060150855349019100
480,0.0050581178564648200
481,0.0050482122150526400
482,0.0048734852496938200
483,0.0052680317772987600
484,0.0052308706711431600
485,0.0051677660896531900
486,0.0046429517616235500
487,0.0049136803293169900
488,0.0044199972654178200
489,0.0052442227329860100
490,0.0032357636961617800
491,0.0035557037657121800
492,0.0053638853711091700
493,0.0046497236669369000
494,0.0043518376672921800
495,0.0053067517389584200
496,0.0047494082286443500
497,0.0042818321126038900
498,0.0047212767430264700
499,0.0051918179428558200
500,0.0053459876827060300
